customerID,gender,SeniorCitizen,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,MonthlyCharges,TotalCharges,Churn
0637-KVDLV,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,76.5,162.45,Yes
7625-XCQRH,Female,0,11,Month-to-month,Electronic check,Fiber optic,No,No,76.5,837.95,Yes
9248-OJYKK,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,76.45,76.45,Yes
2070-FNEXE,Female,1,7,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,76.45,503.6,Yes
3296-SILRA,Female,1,1,Month-to-month,Mailed check,Fiber optic,No,No,76.4,76.4,Yes
7598-UAASY,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,76.4,151.8,Yes
1597-FZREH,Female,0,2,Month-to-month,Electronic check,DSL,Yes,No,76.4,160.8,Yes
3969-GYXEL,Female,0,11,Month-to-month,Electronic check,Fiber optic,No,Yes,76.4,838.7,No
6910-HADCM,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,76.35,76.35,Yes
5928-QLDHB,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,76.25,684.85,No
9444-JTXHZ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,76.2,76.2,Yes
3370-HXOPH,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,76.1,257.6,No
7576-OYWBN,Male,1,3,Month-to-month,Electronic check,Fiber optic,No,No,76.05,231.8,Yes
8443-ZRDBZ,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,76.05,318.9,Yes
6960-HVYXR,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,76.0,76.0,Yes
0231-LXVAP,Male,0,1,Month-to-month,Electronic check,Fiber optic,Yes,No,75.9,75.9,Yes
1618-CFHME,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,75.9,143.35,Yes
3074-GQWYX,Male,0,5,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,75.9,357.75,Yes
5035-BVCXS,Male,0,11,Month-to-month,Mailed check,Fiber optic,No,No,75.9,866.4,No
3519-ZKXGG,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,75.85,256.6,Yes
7354-OIJLX,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,75.85,724.65,No
5022-JNQEQ,Female,0,9,Month-to-month,Electronic check,Fiber optic,Yes,No,75.85,647.5,No
7595-EUIVN,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.8,75.8,Yes
5159-YFPKQ,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,75.8,160.75,Yes
4581-SSPWD,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,75.8,246.3,Yes
6894-LFHLY,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,75.75,75.75,Yes
7130-VTEWQ,Female,1,8,Month-to-month,Electronic check,Fiber optic,No,No,75.75,606.25,Yes
1262-OPMFY,Female,0,9,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,75.75,655.9,Yes
5652-MSDEY,Female,0,10,Month-to-month,Mailed check,Fiber optic,No,No,75.75,777.3,No
5196-SGOAK,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.7,75.7,Yes
8433-WXGNA,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,Yes,75.7,189.2,Yes
4431-EDMIQ,Female,0,7,Month-to-month,Electronic check,DSL,Yes,Yes,75.7,554.05,No
4749-OJKQU,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,75.65,302.35,No
6034-YMTOB,Female,0,5,Month-to-month,Mailed check,Fiber optic,Yes,No,75.65,399.45,No
6198-ZFIOJ,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,75.6,402.5,No
8584-KMVXD,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,No,75.6,535.55,No
3987-KQDDU,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,Yes,75.6,661.55,No
5043-TRZWM,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.55,75.55,No
7817-BOQPW,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,75.55,166.3,Yes
0506-LVNGN,Female,1,5,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.55,349.65,Yes
9250-WYPLL,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,75.55,413.65,Yes
0817-HSUSE,Male,0,1,Month-to-month,Electronic check,DSL,Yes,No,75.5,75.5,No
1320-HTRDR,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,75.5,220.6,Yes
8185-UPYBR,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,75.5,438.0,Yes
7020-OZKXZ,Female,1,9,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.5,637.4,No
5834-ASPWA,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.45,75.45,Yes
2516-VQRRV,Female,1,2,Month-to-month,Mailed check,Fiber optic,No,No,75.45,158.4,Yes
7410-YTJIK,Female,0,7,Month-to-month,Mailed check,Fiber optic,No,No,75.45,480.75,Yes
2077-MPJQO,Male,1,7,Month-to-month,Electronic check,Fiber optic,No,No,75.4,533.05,No
5054-IEXZT,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.35,75.35,Yes
4988-IQIGL,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,75.35,75.35,Yes
1746-TGTWV,Male,0,1,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.35,75.35,No
0221-WMXNQ,Male,1,4,Month-to-month,Electronic check,Fiber optic,No,Yes,75.35,273.4,No
1602-IJQQE,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,75.35,338.1,Yes
0840-DFEZH,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,75.35,564.65,No
5564-NEMQO,Female,1,1,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,75.3,75.3,Yes
3627-FHKBK,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,Yes,75.3,75.3,Yes
9787-XVQIU,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.3,75.3,Yes
9940-RHLFB,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.3,75.3,Yes
5122-CYFXA,Female,0,3,Month-to-month,Electronic check,DSL,Yes,No,75.3,244.1,No
9518-XXBXE,Male,1,10,Month-to-month,Electronic check,Fiber optic,No,Yes,75.3,720.45,No
0925-VYDLG,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,75.25,242.0,Yes
3199-XGZCY,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,No,75.25,576.7,No
5879-SESNB,Female,0,11,Month-to-month,Electronic check,Fiber optic,No,No,75.25,888.65,No
0196-JTUQI,Female,0,9,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.2,633.85,No
2460-NGXBJ,Male,1,11,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.2,775.3,No
5570-PTWEH,Female,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.15,216.75,Yes
0867-LDTTC,Male,0,5,Month-to-month,Bank transfer (automatic),DSL,Yes,No,75.15,392.65,No
9191-MYQKX,Female,0,7,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,75.15,496.9,Yes
8325-QRPZR,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,75.15,525.0,No
1452-VOQCH,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.1,75.1,No
8816-VXNZD,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,75.1,75.1,Yes
2276-YDAVZ,Female,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.1,270.7,Yes
7912-SYRQT,Female,0,7,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,75.1,552.95,Yes
3276-HDUEG,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,75.05,75.05,Yes
3966-HRMZA,Female,1,3,Month-to-month,Mailed check,Fiber optic,No,No,75.05,202.9,No
1980-KXVPM,Female,1,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,75.05,256.25,Yes
9494-MRNYX,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,75.05,786.3,No
8676-TRMJS,Male,0,3,Month-to-month,Mailed check,Fiber optic,No,No,75.0,209.1,Yes
7993-PYKOF,Male,0,8,Month-to-month,Electronic check,Fiber optic,No,Yes,75.0,632.95,Yes
9552-TGUZV,Male,0,8,Month-to-month,Mailed check,Fiber optic,No,Yes,75.0,658.1,No
1157-BQCUW,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.95,74.95,Yes
2080-GKCWQ,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,74.95,151.75,No
4090-KPJIP,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,74.95,212.4,No
9274-CNFMO,Male,1,4,Month-to-month,Electronic check,Fiber optic,No,No,74.95,308.7,Yes
1024-VRZHF,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,74.95,825.7,Yes
4503-BDXBD,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,74.95,815.5,Yes
6358-LYNGM,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.9,74.9,Yes
6996-KNSML,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.9,74.9,Yes
7571-YXDAD,Female,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.9,147.15,Yes
6856-RAURS,Female,0,2,Month-to-month,Mailed check,Fiber optic,No,No,74.9,136.05,No
0722-TROQR,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,74.9,321.75,Yes
4229-CZMLL,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,74.9,469.8,Yes
1475-VWVDO,Male,0,7,Month-to-month,Electronic check,Fiber optic,No,No,74.9,490.55,No
6711-FLDFB,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,74.9,541.15,Yes
7235-NXZCP,Male,1,2,Month-to-month,Mailed check,Fiber optic,No,No,74.85,156.4,Yes
9334-GWGOW,Male,1,7,Month-to-month,Electronic check,Fiber optic,No,No,74.85,485.25,No
3030-YDNRM,Male,0,8,Month-to-month,Electronic check,Fiber optic,No,No,74.85,572.45,No
8778-LMWTJ,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,Yes,74.85,708.2,No
2984-MIIZL,Male,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,74.8,321.9,Yes
4770-UEZOX,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,74.75,144.8,No
2800-VEQXM,Female,0,3,Month-to-month,Mailed check,Fiber optic,No,No,74.75,238.1,No
6424-ELEYH,Female,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.75,229.5,Yes
4282-YMKNA,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,74.75,706.6,Yes
8065-YKXKD,Female,0,10,Month-to-month,Electronic check,Fiber optic,No,No,74.75,799.65,Yes
2424-WVHPL,Male,1,1,Month-to-month,Electronic check,Fiber optic,Yes,No,74.7,74.7,No
9399-APLBT,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.7,74.7,Yes
5240-IJOQT,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.7,74.7,Yes
3765-JXVKY,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.7,74.7,Yes
2761-OCIAX,Male,1,2,Month-to-month,Electronic check,Fiber optic,No,No,74.7,165.4,Yes
7341-LXCAF,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,74.65,301.4,Yes
5399-ZIMKF,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,74.65,383.65,No
0927-LCSMG,Male,0,7,Month-to-month,Mailed check,Fiber optic,No,No,74.65,544.55,Yes
4013-UBXWQ,Female,0,7,Month-to-month,Electronic check,DSL,Yes,No,74.65,521.1,Yes
1518-VOWAV,Female,0,9,Month-to-month,Electronic check,DSL,No,Yes,74.65,703.55,Yes
2024-BASKD,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,74.6,74.6,Yes
1866-OBPNR,Male,0,1,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.6,74.6,No
3746-EUBYR,Male,0,1,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,74.6,74.6,Yes
3411-WLRSQ,Female,1,3,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,74.6,239.05,No
5405-ZMYXQ,Female,0,8,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.6,548.9,No
2325-NBPZG,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,Yes,74.55,233.65,No
0709-TVGUR,Female,1,9,Month-to-month,Electronic check,Fiber optic,No,No,74.55,622.9,Yes
1428-GTBJJ,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,74.55,824.75,Yes
7180-PISOG,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.5,74.5,Yes
4415-IJZTP,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.5,74.5,Yes
7823-JSOAG,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,74.5,217.45,No
3488-PGMQJ,Male,1,8,Month-to-month,Electronic check,Fiber optic,No,No,74.5,606.55,Yes
3235-ETOOB,Male,0,8,Month-to-month,Electronic check,Fiber optic,No,Yes,74.5,609.9,Yes
2982-IHMFT,Female,1,1,Month-to-month,Mailed check,Fiber optic,No,No,74.45,74.45,Yes
0723-DRCLG,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.45,74.45,Yes
9398-MMQTO,Male,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.45,221.1,No
1197-BVMVG,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,74.45,294.45,No
4102-OQUPX,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.4,74.4,Yes
3551-HUAZH,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.4,74.4,Yes
0388-EOPEX,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,Yes,74.4,139.4,Yes
0404-SWRVG,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,74.4,229.55,Yes
6680-WKXRZ,Female,0,3,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,74.4,215.8,Yes
8640-SDGKB,Male,0,4,Month-to-month,Electronic check,DSL,Yes,No,74.4,299.7,Yes
8361-LTMKD,Male,1,4,Month-to-month,Mailed check,Fiber optic,No,No,74.4,306.6,Yes
4505-EXZHB,Female,1,6,Month-to-month,Electronic check,Fiber optic,No,No,74.4,434.1,Yes
8699-ASUFO,Male,1,7,Month-to-month,Mailed check,Fiber optic,No,No,74.4,527.9,Yes
8372-JUXUI,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.35,74.35,Yes
4274-OWWYO,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.35,74.35,Yes
9840-EFJQB,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,74.35,74.35,No
8083-YTZES,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,74.35,265.35,Yes
5956-VKDTT,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,No,74.35,334.8,Yes
4343-EJVQB,Male,0,7,Month-to-month,Mailed check,Fiber optic,No,Yes,74.35,533.6,No
1867-BDVFH,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,74.35,834.2,Yes
8775-ERLNB,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.3,74.3,No
2468-SJFLM,Male,0,1,Month-to-month,Mailed check,Fiber optic,Yes,No,74.3,74.3,No
9894-EZEWG,Female,0,1,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.3,74.3,Yes
3707-GNWHM,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,74.25,74.25,Yes
9306-CPCBC,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,74.25,210.3,Yes
4116-TZAQJ,Female,0,9,Month-to-month,Credit card (automatic),Fiber optic,No,Yes,74.25,639.65,Yes
1833-VGRUM,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,74.2,74.2,Yes
2880-FPNAE,Male,1,2,Month-to-month,Electronic check,Fiber optic,No,No,74.2,140.1,No
6347-DCUIK,Male,0,10,Month-to-month,Mailed check,Fiber optic,No,No,74.15,811.8,Yes
9850-OWRHQ,Female,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,74.1,228.0,Yes
1658-TJVOA,Female,1,6,Month-to-month,Electronic check,Fiber optic,No,Yes,74.1,450.9,No
4480-QQRHC,Female,1,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,74.05,600.15,No
6860-YRJZP,Male,1,9,Month-to-month,Electronic check,Fiber optic,No,No,74.05,678.45,No
8687-BAFGU,Male,0,1,Month-to-month,Electronic check,Fiber optic,Yes,No,74.0,74.0,No
0004-TLHLJ,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,73.9,280.85,Yes
4854-CIDCF,Female,1,3,Month-to-month,Electronic check,Fiber optic,No,No,73.85,196.4,No
8873-GLDMH,Female,0,6,Month-to-month,Mailed check,Fiber optic,No,No,73.85,401.3,No
0122-OAHPZ,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,73.85,511.25,Yes
2696-NARTR,Male,0,11,Month-to-month,Electronic check,Fiber optic,Yes,No,73.85,926.25,Yes
6339-YPSAH,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,73.8,704.3,No
4585-HETAI,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,73.75,325.45,Yes
3070-DVEYC,Male,1,7,Month-to-month,Mailed check,Fiber optic,No,No,73.75,545.15,Yes
8473-VUVJN,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,73.65,73.65,Yes
6390-DSAZX,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,Yes,73.6,73.6,Yes
8617-ENBDS,Male,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,73.6,232.5,No
1196-AMORA,Male,0,7,Month-to-month,Electronic check,Fiber optic,No,No,73.6,520.0,Yes
6513-EECDB,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,73.55,73.55,Yes
2983-ZANRP,Female,0,2,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,73.55,145.4,Yes
9747-DDZOS,Female,0,1,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,73.5,73.5,Yes
8541-QVFKM,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,No,73.5,632.2,No
5108-ADXWO,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,Yes,73.5,791.75,Yes
6221-AVQYL,Male,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,No,73.25,131.05,Yes
1977-STDKI,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,73.0,73.0,Yes
0260-ZDLGK,Female,0,9,Month-to-month,Mailed check,DSL,Yes,No,72.9,651.4,Yes
1391-UBDAR,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,72.9,818.45,No
1907-UBQFC,Male,1,10,Month-to-month,Electronic check,Fiber optic,No,No,72.85,688.65,Yes
0581-BXBUB,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,72.75,317.75,No
3295-YVUSR,Male,1,2,Month-to-month,Mailed check,Fiber optic,No,No,72.6,154.3,No
8111-RKSPX,Male,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,72.2,305.55,Yes
6331-LWDTQ,Male,0,10,Month-to-month,Credit card (automatic),DSL,No,No,72.15,794.25,Yes
0021-IKXGC,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,72.1,72.1,No
8380-PEFPE,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,71.65,71.65,Yes
8644-XLFBW,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,71.65,71.65,Yes
0508-OOLTO,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,71.65,135.75,No
6140-QNRQQ,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,71.55,71.55,Yes
3420-ZDBMA,Male,1,5,Month-to-month,Mailed check,Fiber optic,No,No,71.45,371.6,No
3177-LASXD,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,71.35,71.35,Yes
8042-JVNFH,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,71.35,71.35,Yes
1410-RSCMR,Male,0,7,Month-to-month,Credit card (automatic),DSL,Yes,Yes,71.35,515.75,No
4450-DLLMH,Male,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,No,71.3,157.75,No
3878-AVSOQ,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,71.25,71.25,No
9488-HGMJH,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,71.15,71.15,Yes
4080-OGPJL,Female,0,8,Month-to-month,Electronic check,DSL,Yes,Yes,71.15,563.65,Yes
8040-MNRTF,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,71.1,71.1,No
0511-JTEOY,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,71.1,71.1,Yes
1077-HUUJM,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,71.05,472.65,No
7409-KIUTL,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,71.0,71.0,Yes
3422-LYEPQ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,71.0,71.0,Yes
3627-FCRDW,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,71.0,672.55,Yes
3721-CNEYS,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.95,137.95,Yes
0151-ONTOV,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.9,70.9,Yes
3376-BMGFE,Female,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,70.9,273.0,Yes
0812-WUPTB,Male,1,1,Month-to-month,Mailed check,Fiber optic,No,No,70.85,70.85,Yes
1031-IIDEO,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.85,70.85,Yes
0968-GSIKN,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.8,70.8,Yes
0519-XUZJU,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.75,70.75,Yes
3866-MDTUB,Female,0,2,Month-to-month,Electronic check,DSL,No,Yes,70.75,146.9,Yes
0685-MLYYM,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,70.75,154.85,Yes
9210-IAHGH,Female,0,7,Month-to-month,Credit card (automatic),DSL,Yes,No,70.75,450.8,Yes
5032-MIYKT,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.7,70.7,No
9237-HQITU,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.7,151.65,Yes
3717-OEAUQ,Male,0,2,Month-to-month,Mailed check,Fiber optic,No,No,70.7,129.2,No
8835-VSDSE,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.7,141.45,Yes
5028-GZLDO,Male,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,No,70.7,140.7,Yes
0734-OXWBT,Male,0,3,Month-to-month,Mailed check,DSL,Yes,No,70.7,225.65,No
7967-HYCDE,Male,0,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,70.7,553.4,No
1122-JWTJW,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.65,70.65,Yes
4342-HENTK,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,70.65,142.35,Yes
0644-OQMDK,Male,1,4,Month-to-month,Electronic check,Fiber optic,No,No,70.65,293.85,No
5940-AHUHD,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.6,70.6,Yes
8309-IEYJD,Female,1,1,Month-to-month,Mailed check,Fiber optic,No,No,70.6,70.6,No
9617-INGJY,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.6,70.6,No
5376-DEQCP,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.6,70.6,Yes
8051-HJRLT,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,70.55,70.55,Yes
9620-ENEJV,Female,0,6,Month-to-month,Credit card (automatic),Fiber optic,No,No,70.55,433.95,No
1915-IOFGU,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.5,70.5,Yes
3496-LFSZU,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,70.5,294.2,No
8270-RKSAP,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,70.5,597.9,No
5527-ACHSO,Female,0,11,Month-to-month,Mailed check,DSL,Yes,No,70.5,829.3,No
0390-DCFDQ,Female,1,1,Month-to-month,Mailed check,Fiber optic,No,No,70.45,70.45,Yes
2585-KTFRE,Male,0,1,Month-to-month,Bank transfer (automatic),DSL,Yes,Yes,70.45,70.45,No
0515-YPMCW,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.45,70.45,Yes
4759-TRPLW,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.4,70.4,Yes
4629-NRXKX,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.4,147.15,Yes
2905-KFQUV,Female,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,No,70.4,154.8,No
2055-PDADH,Female,1,3,Month-to-month,Electronic check,Fiber optic,No,No,70.4,204.7,Yes
4763-PGDPO,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,70.4,281.0,Yes
7465-ZZRVX,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.35,70.35,No
5804-LEPIM,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,70.35,139.05,Yes
7321-VGNKU,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.35,120.25,No
5442-BHQNG,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.35,139.25,No
6653-CBBOM,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.3,70.3,Yes
1363-TXLSL,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,70.3,70.3,Yes
2446-PLQVO,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.3,70.3,Yes
3234-VKACU,Male,0,2,Month-to-month,Electronic check,DSL,Yes,No,70.3,132.4,No
9717-QEBGU,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.3,144.0,No
7379-POKDZ,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,70.3,208.85,Yes
4029-HPFVY,Male,0,3,Month-to-month,Mailed check,Fiber optic,No,No,70.3,220.4,No
6168-WFVVF,Female,1,3,Month-to-month,Electronic check,Fiber optic,No,No,70.3,235.5,Yes
5976-JCJRH,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,70.3,738.2,Yes
1640-PLFMP,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.25,70.25,No
3244-DCJWY,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.25,70.25,Yes
9633-XQABV,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,70.25,229.7,No
2815-CPTUL,Male,1,5,Month-to-month,Mailed check,Fiber optic,No,No,70.25,331.9,Yes
9605-WGJVW,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,70.2,70.2,No
2260-USTRB,Female,1,2,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,70.2,115.95,Yes
2568-BRGYX,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,70.2,237.95,Yes
7044-YAACC,Male,1,4,Month-to-month,Electronic check,Fiber optic,No,No,70.2,280.35,No
2501-XWWTZ,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,70.2,760.05,No
